call_id,caller_id,agent_id,start_ts,duration_sec,topic,resolved
CALL_0185,0017f11b72023becfa67d0a3d824996d79f09d3f9a26892a85f8f86621c4282f,B,2025-08-28T11:43:51.470748,850,orders,1
CALL_0186,fb588852437469cc8b3953b313b7d87ff82e78ee9e239234924a2a471623b442,C,2025-09-13T07:19:51.470748,1699,orders,1
CALL_0187,9670aeeab7003cee479d5a1f7d0d8e7debae97cc45a178448ca111125625b371,B,2025-08-30T23:13:51.470748,1553,other,1
CALL_0188,29dabb7627853482f06195c4c17cc8744c6c521c4b588470fc2abf84d0107aec,C,2025-09-07T18:29:51.470748,186,billing,1
CALL_0189,56c2793a4c06de3eafc34efcb8ceac055215ec51e6168fcb1e932dc2840c5e3d,E,2025-09-07T01:16:51.470748,980,billing,0
CALL_0190,7ee2c3e9276b7df5d4bfbd8c32e7f680474fe7a2b2eb984c8917c2bf061b8855,B,2025-09-07T03:07:51.470748,546,orders,1
CALL_0191,80c3649fffdfa9c42ba0c485e3d7a3a1667d45d569c808c930aa42d99513f13a,A,2025-09-01T04:32:51.470748,844,returns,1
CALL_0192,21eb690fc6540541bda9ac68820c107e64992def8f7e7d91ec48d7ad0e8d2b42,D,2025-09-12T22:33:51.470748,44,other,1
CALL_0193,4ccc7e855f766c0976b41d9ccdab6542fe6e25eefeaac8dc8dc70251e7f8e9b2,E,2025-08-25T17:04:51.470748,353,returns,1
CALL_0194,02ca140ebc08595a7abefd115e762698d8ca29e162b7851f8ba9c06a1d6edf93,B,2025-08-27T04:00:51.470748,656,orders,1
CALL_0195,f19e15f140dea5f7f3f6df5cb2eb7a962e2964cfb2e75a92bb88fb54d3086d13,D,2025-09-08T00:43:51.470748,1336,other,1
CALL_0196,f708821164a5460a89aeb123021d18e1db079673aedb1528b4cb1b8ac091bd76,B,2025-08-23T05:11:51.470748,1187,tech_support,1
CALL_0197,f472578b3210015ac8b9753d1b14c808503395fba8a0f6bcf700f8e90e2cd64d,B,2025-08-22T22:22:51.470748,1669,tech_support,1
CALL_0198,296e160820fba81959af589d8fbfe0470cbd806c2c043d98640a3e5611718fcf,D,2025-09-03T16:28:51.470748,1513,returns,1
CALL_0199,ebda38774f9fca6d6a4188e33250690945fcad33dd0a304066ce2bef78abe5cf,E,2025-09-11T14:49:51.470748,156,tech_support,1
CALL_0200,3375bd85ac52b80aef67e4970a39fc6f3764e488cdd5c0729dbed6b29bf6ab42,B,2025-08-29T23:32:51.470748,1082,billing,1
